num_walkers	Δτ	E_dmc	Error_E_dmc
100	3.516992581758702e-5	-135.71305132530824	0.4399005115718298
100	7.033985163517404e-5	-136.13068121624684	0.6832531994715584
100	0.00014067970327034807	-138.60349366929842	0.567729841658762
100	0.00035169925817587014	-136.5323939850244	1.1018913241058992
100	0.0007033985163517403	-139.83926107537096	0.5798789351644553
100	0.0014067970327034805	-139.87488493717458	0.43127883927918714
100	0.002110195549055221	-138.0875101668472	0.867055697582995
100	0.002813594065406961	-140.0830043336391	0.2993827993037918
100	0.003516992581758701	-137.4757532404867	1.4356715698084608
100	0.005275488872638052	-138.94856705917158	0.355501159954204
100	0.007033985163517402	-137.9786976507271	0.4566669844073552
