d	E_tot	E_tot_err	E_drift	E_drift_err	E_laplacian	E_laplacian_err	E_kin	E_int	acceptance
0.0	166.37650870055705	0.06196234392019695	165.98896322500713	0.4383045434956837	166.1827359627821	0.21778717443744802	71.88567007968472	94.49068202302072	0.413033
0.09682458365518543	166.43392158325457	0.0588733041701295	166.05319899562974	0.4567985389555668	166.24361766060935	0.22816982784075082	71.82808201044955	94.605839572802	0.510002
0.19364916731037085	166.42452422385443	0.05716678327284292	166.73946107951286	0.47345246504892713	166.58185096608838	0.23633526969662938	71.56751002565304	94.85701419820161	0.483395
0.2904737509655563	166.41460739657643	0.05725072624170518	165.9030436204702	0.43254406590870337	166.15901586756377	0.2167848434007281	71.9333814953556	94.48122590122351	0.52584
0.3872983346207417	166.40689842939585	0.06064298039466252	166.08384982538226	0.4766093693242517	166.245374127389	0.23819808256432132	71.72639616782104	94.68108717596179	0.497891
0.4841229182759271	166.49063134050988	0.05795930200269195	165.62728001265225	0.4384750134229115	166.05919798721655	0.21922331884513527	72.06820627421784	94.42242506629923	0.508611
0.5809475019311126	166.2884112203864	0.0583367399464639	167.03525894786674	0.4390803530252832	166.6622496093861	0.2194898220407556	71.19791077921965	95.09050044117176	0.494949
0.677772085586298	166.52347316969647	0.06155516516717514	166.40880856299432	0.4561655845303439	166.4661408663454	0.22780054851625198	71.6998717615133	94.82387555780758	0.484791
0.7745966692414834	166.49385529703764	0.06162226940008622	166.22522839746264	0.4321643798332065	166.35954184725014	0.21530942201482603	71.82660861730314	94.66803312852569	0.428997
0.8714212528966688	166.44881456680818	0.05778992894017072	166.4545024966627	0.4240284768108778	166.4514420260543	0.21060642408881874	71.59561017352077	94.853204393286	0.490255
0.9682458365518543	166.35755540561422	0.061296320884335925	165.95304994898848	0.45226645347899214	166.1553026773013	0.22558773346842775	71.81755821301776	94.54059178629836	0.46519
1.0650704202070398	166.41689420776484	0.05999335488607774	165.53541526441822	0.4514717430431545	165.97615473609153	0.22604397470836374	71.95060235515494	94.46666955920512	0.567461
1.161895003862225	166.47722449041652	0.06062883730112606	167.46882567129072	0.4920121048432417	166.97278781276339	0.24522903177778538	71.25406032091456	95.22268963331462	0.50597
1.2587195875174104	166.5283282619413	0.05914409431628212	166.17710753627074	0.4510438587792603	166.352717899106	0.22506193225117035	71.96511567753663	94.56352249796694	0.494062
1.355544171172596	166.42504754583214	0.06085753347823241	167.0981756214025	0.4719581533005284	166.7616115836173	0.23563765034808315	71.40679987830599	95.01938880519855	0.50958
1.4523687548277815	166.40747758654712	0.061131148954169365	166.80911080632876	0.4415018617116872	166.6082941964379	0.22080133577603234	71.41299530838285	94.99481098796987	0.474799
1.5491933384829668	166.4238504310845	0.061594989984439005	166.8035806266246	0.4366521692084706	166.61371552885458	0.21798124440623645	71.43549128317537	94.98837720536814	0.493275
1.6460179221381521	166.46674340493067	0.06085401903778918	165.9496905554147	0.436401863950555	166.20828767295467	0.21793813625829647	71.92459801408752	94.54228677641005	0.498946
1.7428425057933377	166.46035224232287	0.060884646070413107	166.40780323380332	0.4009255415153083	166.4341452485079	0.19958045631721116	71.66649519900915	94.79399206419737	0.436846
1.8396670894485232	166.4023186775078	0.05794102111648921	166.59123489170685	0.449909929311806	166.49661666188265	0.2248378390912687	71.52451925740907	94.87779942009415	0.503271
1.9364916731037085	166.44028475932848	0.06076625443634889	165.73309325338033	0.412653067161161	166.08724736835904	0.20635815942266733	71.9408720627839	94.50052942055277	0.514889
