num_walkers	Δτ	E_dmc	Error_E_dmc
100	3.2e-7	4.0135015389601877e6	90.51355141294555
100	4.8e-7	4.013448863705967e6	98.80963000671576
100	6.4e-7	4.0132292895820164e6	95.59735531801084
100	9.6e-7	4.0129883620972056e6	99.55651967730593
100	1.2e-6	4.0129071875775987e6	100.36192330849927
100	1.28e-6	4.0129743390097036e6	96.79080396791682
100	1.92e-6	4.012707261131718e6	104.65987722141668
100	3.2e-6	4.0124411561326636e6	97.02180735326736
100	4.0e-6	4.0122627453372963e6	95.60569261036773
100	5.0e-6	4.012366686709189e6	96.29959319316087
100	6.4e-6	4.012592678706991e6	96.26060938254263
100	8.0e-6	4.0132613311058916e6	88.16584352357584
100	1.0e-5	4.0152605900701527e6	85.55475480873832
100	1.28e-5	4.0199720932043716e6	90.35976143649037
