x	y
0.4300397097106077	0.3632630521177045
1.1262748936875235	1.1577273276721909
0.7993417316417573	0.12163921530643232
1.250833353382282	0.9407442562468515
0.9342157391050557	0.49147092701306405
1.3679164137266748	0.19297177837013513
0.17502266840273945	0.8500612269261685
0.6338340633560322	0.667291577580545
0.1643907440566274	1.1784178882372034
1.0754395448428336	0.08782393014850301
0.2994425008335786	1.3624256232393739
1.3007019656506364	0.40088580341429436
0.3269892539425719	0.759975754709725
0.07125435286268941	0.5910973261171876
1.304641061293382	1.2377242212181863
0.8523638903219237	0.770428503514436
1.1071822342904651	0.2504811705042672
0.6153344154389857	0.28657623949543
0.14121960338480022	0.15368028769976838
0.3953229772939081	0.628695508212855
0.9388831821100511	0.11726587655808628
1.0212065618698807	0.9544414644303943
0.33783530999117856	0.14969508027755601
1.1160006948020398	0.7091131296522093
0.4817655198067262	0.9394408250168997
0.6412045805302816	1.197687454857583
0.8400673876843647	1.2829714304528386
0.47306307538610726	1.199059091769392
0.82107991246103	1.1153098129741135
1.2286903181832332	0.5060761816100765
