x	y
0.29213335809177415	0.04273592371540892
0.2032077402292135	0.06119083082969186
0.1846567637532972	0.2390443454080789
0.4274422721586553	0.4420377134840098
0.39841703258711053	0.1438410354362547
0.26225353238954685	0.44711426328364823
0.07738300963630254	0.32813617902354864
0.44836372421072107	0.07799610281680425
0.024661853921806767	0.08871310141293401
0.16564211386330152	0.32485989515192715
0.17839319889128152	0.13743367803855241
0.07392495905095939	0.17586124303090792
0.33319328102762713	0.2193788128373906
0.3916125126762665	0.33923496286987753
0.3637974125211698	0.42216510967382853
0.20163914251298692	0.444516694202789
0.29937448277002765	0.15515648298931561
0.3611132775349201	0.05929368948919248
0.023512344070220303	0.2264670184084388
0.011374093088725862	0.427867759249509
0.29770983379425686	0.2840395045879043
0.11876952090335528	0.067463815785087
0.4288831192471251	0.22254020091115778
0.05805294975473475	0.0034305538840141425
0.26583376891578886	0.19253078629922987
0.47239270748859713	0.32628045442539344
0.11589567948269713	0.21465739109440513
0.25612976221247186	0.3356456376331233
0.1434386945494082	0.4157244684640512
0.04984385201651395	0.3766881687332938
