x	y
0.14580341109765999	0.4534942673836251
0.012895977805168941	0.012964832454305242
0.03372766888895977	0.1653476094152025
0.44136253492223765	0.36197154923116304
0.26659349785720377	0.06240211166218768
0.3748301483617289	0.24407456556399343
0.09597466014955022	0.08619906910586987
0.032882790082271504	0.37427781759375034
0.18377315093237848	0.15111519362948844
0.23220247065743818	0.39005392864276617
0.5040886002174193	0.12551995136757815
0.44831248676620955	0.5317163025347551
0.19789876311857793	0.49319795384272136
0.42897628714613584	0.17967095428388555
0.1079623210126102	0.323972013060059
0.3221296078543979	0.14473499197031522
0.07865585217028687	0.22864891329673037
0.507938548828897	0.23814263597040553
0.21588691251943268	0.22315803072909235
0.29151520547306675	0.27314235079119087
0.5118429149132468	0.45572436795948806
0.36828991468369743	0.040528386210495426
0.30531728894985355	0.38252228061911
0.3919482889477207	0.4340936274693715
0.4937940141050898	0.05366111186399075
0.26781988631698944	0.4573168712773096
0.34496337843918806	0.336906095006998
0.1463453550351326	0.014633320185746174
0.029600286843502927	0.4723027206620074
0.5471948337110422	0.2769753302987319
