r	g(r)
0.019364916731037084	0.0
0.05809475019311125	0.0
0.09682458365518543	0.00018815651049975188
0.1355544171172596	0.00264752984698899
0.17428425057933375	0.008243833076992052
0.21301408404140793	0.021917725577148127
0.2517439175034821	0.04276942219436668
0.2904737509655563	0.07483206060569955
0.3292035844276304	0.1263985673011336
0.36793341788970463	0.17687791634543848
0.4066632513517788	0.24777443642061311
0.4453930848138529	0.31093340056048807
0.4841229182759271	0.3901027711532276
0.5228527517380013	0.4736254618830742
0.5615825852000754	0.5573157302334438
0.6003124186621496	0.6334718130917453
0.6390422521242238	0.7110099716942379
0.677772085586298	0.7864006408875005
0.7165019190483721	0.849977440528975
0.7552317525104463	0.8981770916360794
0.7939615859725204	0.9403234616547836
0.8326914194345947	0.9671950349977545
0.8714212528966688	0.9907689938846582
0.910151086358743	1.0036018739186177
0.9488809198208171	1.0087746990534172
0.9876107532828913	1.0290252651990506
1.0263405867449655	1.0237604011013908
1.0650704202070396	1.0259082618184319
1.1038002536691138	1.0251807124808456
1.142530087131188	1.0147397864384833
1.1812599205932621	1.0200272191728137
1.2199897540553364	1.0112974552745746
1.2587195875174104	1.0048383634032436
1.2974494209794847	1.0054098057850624
1.3361792544415587	1.003732766276653
1.374909087903633	0.9977663982861323
1.4136389213657072	0.9974959751120046
1.4523687548277813	0.995607304154652
1.4910985882898555	0.9939951464934873
1.5298284217519296	0.9949400024729552
1.5685582552140038	0.9867697292625259
1.607288088676078	0.9951688859062383
1.6460179221381521	0.9955211177654255
1.6847477556002264	0.9963864519552391
1.7234775890623004	0.9974289162615276
1.7622074225243747	0.9969243323609784
1.800937255986449	0.9970792877215132
1.839667089448523	0.996547540678496
1.8783969229105972	0.9933478022714652
1.9171267563726713	0.9935411836206954
1.9558565898347455	0.9994222370516614
1.9945864232968198	1.0013308615737726
2.033316256758894	1.0039178531873303
2.072046090220968	0.9966747936538837
2.1107759236830423	0.9993115962477309
2.1495057571451164	0.9999532059180305
2.1882355906071904	0.9953038716823555
2.226965424069265	0.9986691274624301
2.265695257531339	1.0022739162799321
2.304425090993413	1.0019454256188367
2.343154924455487	0.9941504640131845
2.3818847579175615	1.0002424941865242
2.4206145913796355	0.9996025412179502
2.4593444248417096	1.0020766717842784
2.498074258303784	0.9977749917378761
2.536804091765858	0.9998217198481802
2.575533925227932	0.9939321662462416
2.6142637586900066	0.9946547323471093
2.6529935921520806	1.0013061439898896
2.6917234256141547	0.9978003261112467
2.7304532590762287	1.0010587058539682
2.769183092538303	0.9976809269418181
2.8079129260003772	0.9963744350456153
2.8466427594624513	0.9979991755851186
2.8853725929245257	1.0011579386213485
2.9241024263866	1.0026377756515994
2.962832259848674	1.0024972221965107
3.0015620933107483	0.9994561232338882
3.0402919267728223	0.9993886964463454
3.0790217602348964	0.9999532239536068
3.1177515936969704	1.0029299546207604
3.156481427159045	0.9984796585050151
3.195211260621119	0.9992235188117915
3.233941094083193	0.999168421596782
3.2726709275452674	1.0000128859815214
3.3114007610073415	1.0029138294069475
3.3501305944694155	0.9967828496182839
3.3888604279314896	1.0000951434507022
3.427590261393564	0.9968382622355347
3.466320094855638	0.9999249245222678
3.505049928317712	0.9991691442332244
3.5437797617797866	1.0013124145700822
3.5825095952418606	1.0003750573263508
3.6212394287039347	0.9976576636524536
3.659969262166009	1.001342308905901
3.698699095628083	1.0005698151523903
3.7374289290901572	1.0032731420242542
3.7761587625522313	0.9993224430279608
3.8148885960143057	0.9961551873413391
3.85361842947638	0.9967578525074483
