x	y
0.1170246301220968	0.11619504725109522
0.005446286163214013	0.15553272200695104
0.14940578764842144	0.0238387949724823
0.22887659717877384	0.2093663040317104
0.30413647279642747	0.2956900254797673
0.009530307771137241	0.21870896355772534
0.3240145150665361	0.3546225145584302
0.08553594196674184	0.16918223435381285
0.0051853776492670756	0.2872534260924776
0.26284369077536746	0.15539576828206053
0.07489784708610316	0.3398074912326691
0.3183170235781806	0.16870696319547762
0.1958619805381836	0.2672537418065339
0.2628424034230848	0.005391560175533938
0.06084649842220925	0.033474454202046824
0.33478578650410923	0.10926763828353016
0.3819857075153832	0.014679555888794837
0.02817629388747538	0.07768917326356266
0.30891170430657616	0.018668593214624572
0.219650168041676	0.30525877041190486
0.03983203323483968	0.34881450862585067
0.18514161300488424	0.09672277331512638
0.20666757402482433	0.37069435336009404
0.2773976012695085	0.07193496849681795
0.3043698290916763	0.24081564363764246
0.1299244848469858	0.3052674889164636
0.10029685911265492	0.050596064950765254
0.0970944146420977	0.26217164106048635
0.18205841419977228	0.17812044150081785
0.11754414661170287	0.18678976704101963
