x	y
0.1484593416015107	0.13401417958869033
0.15053625826768527	0.07133997028039347
0.05035459066614201	0.09282419778536843
0.10147172240374468	0.17552121855577782
0.2580976413627576	0.20210663641107676
0.11021885137853876	0.31278888230523805
0.014635135815368096	0.24785188910864295
0.012707357520900613	0.0042880114349777565
0.15415166116538748	0.3131314729307157
0.25069259568229474	0.33088288610970834
0.21274900048627857	0.2961421031217959
0.2824492012949597	0.013078109752777033
0.2740877706241222	0.06397363561580312
0.23172751516994378	0.1383070520771654
0.06593574510255448	0.15216205298060725
0.1430178002693848	0.20400419770327252
0.311660121171567	0.2774105606449943
0.3114692533367307	0.2005601575191535
0.31272687487452444	0.1046731047012461
0.057187836294128325	0.2967812505564752
0.011549134132260015	0.07181508592936275
0.06777817292688741	0.029651727226267768
0.1979202590103837	0.044977752572861525
0.2383204257603646	0.24259292740523986
0.16975465539584933	0.248210489092936
0.01322961701240442	0.13214530845023148
0.12332520246196343	0.023812720137634948
0.03330577881161188	0.19205830662708104
0.20172427441023463	0.1963633571493882
0.11783328407231242	0.24423131362612058
