# Final VMC configuration for DMC initialization
# N=60, nr0sq=1.0, h=1.4, L=7.745966692414834, R0_opt=1.244504343933685
# layer x y   (particles 1:N÷2 = A, N÷2+1:N = B)
A	6.708925948022399	4.392245303899309
A	3.8885969765552835	6.776511371936066
A	4.251627076151231	1.999699052181482
A	5.81378653794614	4.102745787254059
A	4.3395098850357074	3.8986519082131696
A	0.5193847671718732	0.9544276310141231
A	2.1108324286989326	7.346747917685922
A	2.721091991790128	0.6401722533701524
A	3.0996566910076195	4.144232493688907
A	6.733253136015004	3.1755917570424916
A	7.197173836737105	5.5907513635894555
A	1.7032195350364097	5.936781315252768
A	0.22110683795736796	6.48939705011582
A	1.234676271159897	3.3780213613432144
A	4.570510156496899	0.269086850420422
A	7.233851983967146	1.145095034994874
A	0.21004899769777108	2.8040957604505663
A	2.292295414563187	3.898613701306446
A	1.2266240447863015	1.2059692128485637
A	5.685450017365765	0.022267574772757648
A	5.633092747608442	1.707102762239308
A	5.668347942077202	3.1393054233046573
A	0.7851610517779744	2.3879392854545993
A	3.697197460952606	0.7606644507172282
A	5.611527688310823	6.3877295708554245
A	6.77919418911183	7.5446778170072655
A	1.4858502829364846	2.289976580193218
A	4.3889110597340775	5.715344803417156
A	0.1627899733544611	3.841519962054236
A	3.0682668397945196	5.843997447704417
B	3.974945439982103	6.587780532720517
B	1.428954227665376	7.511353967455752
B	1.364492174374368	5.985365966997071
B	4.571656141672786	2.456204182316176
B	5.715511554368214	7.296629652618706
B	5.945370417742875	3.4083903693394664
B	3.9310231992006184	5.13239298360858
B	2.4196882230035435	0.6497604456146813
B	2.150671810925155	6.441755881425378
B	5.184221153620727	2.091660506528388
B	6.814515323931474	5.134465656678212
B	3.7592696187591192	0.9873898223266036
B	7.068035252326276	7.212446781693769
B	3.014162862181963	1.9859271208575868
B	7.697469012938514	6.172035041947892
B	3.5601315640367224	6.211830160792331
B	7.038238624858116	4.444270391448035
B	6.445103530502763	2.3017895197626874
B	3.5339449144921415	3.9529397135361686
B	2.1288302481665973	1.640217439883962
B	6.82314091244757	5.945596729294635
B	4.944791887008035	4.239596105922219
B	0.29861242330584603	1.7353565208567758
B	4.240675477182996	3.406800571440627
B	6.2405220348236785	6.727430917852146
B	6.785322396154201	1.2214354337185291
B	2.3865697752519788	5.087186351552005
B	0.6189035485244596	4.621805727550032
B	0.9134011342287367	0.6242286607332357
B	1.5355581379717336	2.7384280669208656
